dataset_id,train_ratio,input_dim,output_dim,num_epochs,batch_size,learning_rate,loss_function,embedding_type,negative_ratio,temperature,train_auc,valid_auc,test_auc,train_pr_auc,valid_pr_auc,test_pr_auc,train_f1,valid_f1,test_f1,train_k_precision,valid_k_precision,test_k_precision,train_mcc,valid_mcc,test_mcc,train_k_recall,valid_k_recall,test_k_recall
1,0.5,64,16,5,32,0.0001,SNN,pca,10,10.0,0.9238,0.9334,0.9405,0.2738,0.3336,0.3161,0.05,0.0507,0.0507,0.3906,0.3846,0.4615,0.0076,0.0065,0.0046,0.3906,0.3846,0.4615
1,0.3,64,16,5,16,0.0001,SNN,pca,5,0.1,0.6849,0.6779,0.6761,0.0561,0.0566,0.0569,0.0502,0.0502,0.0507,0.0779,0.1,0.1099,0.0084,0.0055,0.0062,0.0779,0.1,0.1099
1,0.5,64,16,5,32,0.0001,SNN,pca,50,10.0,0.9123,0.9519,0.9563,0.2526,0.3111,0.3244,0.05,0.0508,0.0507,0.2891,0.3538,0.3846,0.0061,0.0073,0.0065,0.2891,0.3538,0.3846
1,0.5,64,16,5,16,0.005,SNN,pca,100,1.0,0.9567,0.9324,0.9514,0.3193,0.3643,0.3541,0.05,0.0507,0.0507,0.3828,0.4615,0.4,0.0065,0.0057,0.0033,0.3828,0.4615,0.4
1,0.3,64,16,5,16,0.0005,SNN,pca,100,0.1,0.5064,0.5303,0.5464,0.0238,0.0303,0.0293,0.0502,0.0502,0.0507,0.013,0.0444,0.022,0.0079,0.0039,0.0055,0.013,0.0444,0.022
1,0.3,64,16,5,64,0.005,SNN,pca,10,1.0,0.5485,0.7146,0.7055,0.0533,0.1623,0.0825,0.0501,0.0502,0.0507,0.1039,0.2556,0.1868,0.0066,0.0067,0.0062,0.1039,0.2556,0.1868
1,0.5,64,16,5,16,0.0001,SNN,pca,10,1.0,0.8878,0.9243,0.912,0.2628,0.3637,0.4045,0.05,0.0508,0.0507,0.3906,0.4923,0.4462,0.0069,0.008,0.0046,0.3906,0.4923,0.4462
1,0.3,64,16,5,32,0.0001,SNN,pca,10,0.1,0.6229,0.5733,0.6545,0.0651,0.0315,0.0528,0.0501,0.0502,0.0507,0.039,0.0222,0.0769,0.0059,0.0048,0.0062,0.039,0.0222,0.0769
1,0.5,64,16,5,64,0.0001,SNN,pca,50,10.0,0.8487,0.8316,0.8171,0.2703,0.3456,0.1779,0.05,0.0508,0.0507,0.4297,0.4615,0.2923,0.0056,0.0073,0.0065,0.4297,0.4615,0.2923
1,0.5,64,16,5,16,0.001,SNN,pca,20,0.1,0.5324,0.5619,0.5337,0.0278,0.0305,0.0313,0.05,0.0508,0.0508,0.0312,0.0154,0.0462,0.0051,0.0093,0.0073,0.0312,0.0154,0.0462
1,0.8,64,16,5,16,0.001,SNN,pca,10,10.0,0.9152,0.9519,0.9426,0.2439,0.3628,0.3919,0.0503,0.0508,0.0508,0.3883,0.4615,0.5769,0.006,0.009,0.009,0.3883,0.4615,0.5769
1,0.3,64,16,5,64,0.001,SNN,pca,20,10.0,0.8521,0.9087,0.9178,0.1658,0.322,0.304,0.0501,0.0502,0.0508,0.2208,0.3889,0.4176,0.0059,0.0048,0.0073,0.2208,0.3889,0.4176
1,0.5,64,16,5,16,0.001,SNN,pca,50,1.0,0.9467,0.9505,0.9626,0.2517,0.326,0.4241,0.05,0.0507,0.0508,0.2812,0.3538,0.4308,0.0046,0.0065,0.0087,0.2812,0.3538,0.4308
1,0.5,64,16,5,16,0.005,SNN,pca,200,1.0,0.8836,0.8676,0.8642,0.2745,0.3025,0.3201,0.05,0.0507,0.0507,0.3828,0.4462,0.4462,0.0069,0.0046,0.0,0.3828,0.4462,0.4462
1,0.3,64,16,5,32,0.0005,SNN,pca,10,0.1,0.5828,0.5868,0.6117,0.0343,0.0324,0.0335,0.0502,0.0503,0.0507,0.039,0.0222,0.022,0.0073,0.0082,0.0055,0.039,0.0222,0.022
1,0.5,64,16,5,64,0.001,SNN,pca,5,0.1,0.4359,0.472,0.4559,0.0207,0.0224,0.0228,0.05,0.0508,0.0508,0.0,0.0,0.0,0.0051,0.008,0.0073,0.0,0.0,0.0
1,0.5,64,16,5,16,0.001,SNN,pca,5,10.0,0.9403,0.9067,0.948,0.3381,0.2418,0.3816,0.05,0.0507,0.0507,0.4609,0.3385,0.4769,0.0069,0.0057,0.0046,0.4609,0.3385,0.4769
1,0.8,64,16,5,16,0.005,SNN,pca,10,1.0,0.9216,0.8738,0.9248,0.2595,0.2306,0.2379,0.0503,0.0506,0.0507,0.3738,0.3462,0.3846,0.0063,0.0,0.0073,0.3738,0.3462,0.3846
1,0.3,64,16,5,64,0.0001,SNN,pca,20,1.0,0.6602,0.7137,0.7429,0.0517,0.0838,0.0964,0.0501,0.0502,0.0508,0.0779,0.1556,0.1429,0.0051,0.0061,0.0087,0.0779,0.1556,0.1429
1,0.3,64,16,5,16,0.001,SNN,pca,200,1.0,0.9286,0.93,0.9352,0.2023,0.3508,0.358,0.0501,0.0503,0.0508,0.2857,0.3889,0.4066,0.0059,0.0082,0.0083,0.2857,0.3889,0.4066
1,0.5,64,16,5,64,0.001,SNN,pca,10,10.0,0.7564,0.8253,0.8883,0.0782,0.1154,0.2337,0.05,0.0507,0.0508,0.1172,0.1692,0.3385,0.0076,0.0033,0.0073,0.1172,0.1692,0.3385
1,0.8,64,16,5,16,0.005,SNN,pca,20,1.0,0.9263,0.9481,0.9364,0.1659,0.1881,0.2118,0.0503,0.0507,0.0507,0.1456,0.1538,0.1923,0.0058,0.0052,0.0052,0.1456,0.1538,0.1923
1,0.3,64,16,5,16,0.001,SNN,pca,20,1.0,0.6121,0.796,0.8148,0.0387,0.1522,0.2408,0.0501,0.0502,0.0508,0.0519,0.2111,0.2967,0.0066,0.0061,0.0068,0.0519,0.2111,0.2967
1,0.5,64,16,5,16,0.0005,SNN,pca,5,10.0,0.8428,0.8688,0.8131,0.2998,0.2536,0.2019,0.05,0.0507,0.0507,0.3984,0.4462,0.3538,0.0065,0.0057,0.0033,0.3984,0.4462,0.3538
1,0.5,64,16,5,32,0.005,SNN,pca,10,0.1,0.482,0.5263,0.5205,0.024,0.0267,0.0283,0.05,0.0507,0.0508,0.0078,0.0308,0.0462,0.0076,0.0046,0.0098,0.0078,0.0308,0.0462
1,0.8,64,16,5,16,0.001,SNN,pca,5,10.0,0.9269,0.9171,0.8972,0.3192,0.3087,0.1683,0.0503,0.0507,0.0507,0.4369,0.3462,0.2308,0.0045,0.0073,0.0073,0.4369,0.3462,0.2308
1,0.5,64,16,5,32,0.0001,SNN,pca,100,1.0,0.933,0.957,0.9597,0.2254,0.3702,0.4489,0.05,0.0507,0.0507,0.2891,0.3846,0.4154,0.0065,0.0065,0.0065,0.2891,0.3846,0.4154
1,0.3,64,16,5,16,0.001,SNN,pca,10,10.0,0.8334,0.8672,0.9019,0.1209,0.1815,0.1596,0.0501,0.0502,0.0508,0.1688,0.2222,0.1978,0.0059,0.0067,0.0078,0.1688,0.2222,0.1978
1,0.3,64,16,5,64,0.001,SNN,pca,20,0.1,0.5581,0.6103,0.6144,0.0292,0.0329,0.0383,0.0501,0.0502,0.0508,0.0519,0.0333,0.044,0.0059,0.0048,0.0068,0.0519,0.0333,0.044
1,0.8,64,16,5,16,0.005,SNN,pca,200,0.1,0.4453,0.4161,0.4554,0.0239,0.0201,0.0216,0.0503,0.0508,0.0507,0.0194,0.0,0.0,0.007,0.009,0.0052,0.0194,0.0,0.0
1,0.5,64,16,5,16,0.001,SNN,pca,100,1.0,0.8647,0.9332,0.9197,0.1286,0.3515,0.2852,0.0501,0.0508,0.0508,0.1562,0.4154,0.2923,0.0083,0.0073,0.008,0.1562,0.4154,0.2923
1,0.5,64,16,5,16,0.001,SNN,pca,100,10.0,0.8836,0.9163,0.9147,0.2409,0.2689,0.2791,0.05,0.0507,0.0507,0.3594,0.3538,0.4,0.004,0.0046,0.0046,0.3594,0.3538,0.4
1,0.8,64,16,5,16,0.0001,SNN,pca,5,10.0,0.8665,0.8002,0.8973,0.2217,0.4186,0.2751,0.0503,0.0506,0.0506,0.2961,0.4231,0.3462,0.007,0.0,0.0,0.2961,0.4231,0.3462
1,0.3,64,16,5,16,0.0001,SNN,pca,200,10.0,0.8915,0.9265,0.9105,0.1917,0.267,0.239,0.0501,0.0502,0.0508,0.2338,0.3,0.3297,0.0066,0.0067,0.0068,0.2338,0.3,0.3297
1,0.3,64,16,5,16,0.0001,SNN,pca,50,0.1,0.5034,0.6444,0.6407,0.0255,0.0566,0.0618,0.0501,0.0502,0.0507,0.013,0.1,0.1099,0.0066,0.0067,0.0062,0.013,0.1,0.1099
1,0.3,64,16,5,32,0.001,SNN,pca,10,1.0,0.6875,0.8695,0.8415,0.0914,0.205,0.2663,0.0501,0.0502,0.0507,0.1558,0.3222,0.3077,0.0066,0.0048,0.0055,0.1558,0.3222,0.3077
1,0.3,64,16,5,32,0.001,SNN,pca,200,1.0,0.7189,0.8074,0.8747,0.0747,0.2092,0.2895,0.0501,0.0502,0.0507,0.1429,0.2778,0.3407,0.0051,0.0055,0.0039,0.1429,0.2778,0.3407
1,0.3,64,16,5,16,0.001,SNN,pca,200,10.0,0.6884,0.852,0.8489,0.0798,0.2157,0.2785,0.0501,0.0502,0.0508,0.1688,0.2778,0.3297,0.003,0.0073,0.0087,0.1688,0.2778,0.3297
1,0.3,64,16,5,16,0.0005,SNN,pca,10,10.0,0.9224,0.9437,0.936,0.1778,0.2939,0.3385,0.0501,0.0502,0.0508,0.2078,0.3333,0.3846,0.0066,0.0067,0.0078,0.2078,0.3333,0.3846
1,0.5,64,16,5,16,0.001,SNN,pca,5,0.1,0.6198,0.6014,0.5822,0.0351,0.0342,0.031,0.05,0.0507,0.0507,0.0312,0.0462,0.0154,0.0056,0.0065,0.0033,0.0312,0.0462,0.0154
1,0.5,64,16,5,64,0.005,SNN,pca,10,1.0,0.6173,0.7069,0.6972,0.0826,0.194,0.1358,0.05,0.0507,0.0507,0.1562,0.2615,0.2154,0.0061,0.0046,0.0033,0.1562,0.2615,0.2154
1,0.3,64,16,5,64,0.005,SNN,pca,50,1.0,0.5246,0.7085,0.7176,0.0412,0.0901,0.0754,0.0501,0.0502,0.0507,0.0909,0.1778,0.1648,0.0066,0.0067,0.0039,0.0909,0.1778,0.1648
1,0.5,64,16,5,16,0.005,SNN,pca,5,0.1,0.6184,0.6432,0.6823,0.0405,0.0482,0.0467,0.05,0.0507,0.0507,0.0859,0.0615,0.0769,0.0065,0.0033,0.0046,0.0859,0.0615,0.0769
1,0.3,64,16,5,64,0.001,SNN,pca,10,10.0,0.7901,0.8578,0.8591,0.1733,0.2225,0.2211,0.0501,0.0502,0.0508,0.2597,0.3222,0.3187,0.0,0.0048,0.0073,0.2597,0.3222,0.3187
1,0.3,64,16,5,64,0.0001,SNN,pca,100,10.0,0.6323,0.7042,0.7144,0.0524,0.1023,0.0807,0.0502,0.0502,0.0508,0.1039,0.1556,0.1429,0.0073,0.0073,0.0068,0.1039,0.1556,0.1429
1,0.3,64,16,5,16,0.0005,SNN,pca,20,10.0,0.8521,0.9158,0.9087,0.1386,0.2896,0.2467,0.0502,0.0502,0.0507,0.1688,0.3556,0.3297,0.0089,0.0061,0.0062,0.1688,0.3556,0.3297
1,0.5,64,16,5,32,0.001,SNN,pca,5,1.0,0.9289,0.9434,0.9462,0.2492,0.3415,0.3807,0.05,0.0507,0.0507,0.3438,0.4,0.4923,0.0065,0.0065,0.0057,0.3438,0.4,0.4923
1,0.3,64,16,5,32,0.0001,SNN,pca,20,1.0,0.8096,0.7974,0.853,0.1956,0.2003,0.2881,0.0502,0.0502,0.0508,0.3377,0.2889,0.4286,0.0073,0.0073,0.0078,0.3377,0.2889,0.4286
1,0.5,64,16,5,32,0.0005,SNN,pca,200,0.1,0.5726,0.6573,0.481,0.0321,0.0651,0.0246,0.05,0.0507,0.0507,0.0469,0.0769,0.0308,0.0051,0.0065,0.0065,0.0469,0.0769,0.0308
1,0.3,64,16,5,16,0.0005,SNN,pca,5,0.1,0.7179,0.7216,0.7126,0.0502,0.0519,0.053,0.0501,0.0503,0.0507,0.026,0.0333,0.033,0.0051,0.0078,0.0062,0.026,0.0333,0.033
1,0.3,64,16,5,32,0.0005,SNN,pca,5,0.1,0.6073,0.5626,0.5651,0.0354,0.0287,0.0292,0.0501,0.0502,0.0507,0.039,0.0111,0.011,0.0059,0.0067,0.0048,0.039,0.0111,0.011
1,0.8,64,16,5,16,0.0001,SNN,pca,10,10.0,0.9692,0.9827,0.9651,0.362,0.5317,0.3978,0.0503,0.0508,0.0507,0.3835,0.5385,0.3846,0.006,0.009,0.0052,0.3835,0.5385,0.3846
1,0.3,64,16,5,32,0.005,SNN,pca,20,1.0,0.5676,0.6962,0.7053,0.0411,0.0859,0.1043,0.0502,0.0501,0.0507,0.0519,0.1556,0.2088,0.0073,0.0,0.0062,0.0519,0.1556,0.2088
1,0.5,64,16,5,16,0.005,SNN,pca,5,1.0,0.8681,0.8653,0.8504,0.2717,0.344,0.3138,0.05,0.0508,0.0507,0.3672,0.4462,0.4308,0.0061,0.0087,0.0057,0.3672,0.4462,0.4308
1,0.3,64,16,5,16,0.005,SNN,pca,200,1.0,0.8815,0.9134,0.9181,0.1258,0.1612,0.178,0.0502,0.0502,0.0507,0.1169,0.1444,0.1648,0.0073,0.0055,0.0055,0.1169,0.1444,0.1648
1,0.5,64,16,5,32,0.0005,SNN,pca,10,0.1,0.5376,0.5426,0.4933,0.0276,0.0308,0.0254,0.05,0.0508,0.0507,0.0312,0.0462,0.0308,0.0069,0.0073,0.0065,0.0312,0.0462,0.0308
1,0.5,64,16,5,16,0.001,SNN,pca,5,1.0,0.918,0.8828,0.9073,0.2527,0.3052,0.3423,0.05,0.0507,0.0507,0.3828,0.4308,0.4769,0.0065,0.0033,0.0033,0.3828,0.4308,0.4769
1,0.5,64,16,5,16,0.001,SNN,pca,20,10.0,0.8087,0.8599,0.892,0.0972,0.1379,0.2235,0.05,0.0507,0.0507,0.1406,0.1538,0.2923,0.0061,0.0046,0.0046,0.1406,0.1538,0.2923
1,0.5,64,16,5,16,0.001,SNN,pca,200,1.0,0.924,0.9454,0.949,0.1845,0.3421,0.2657,0.05,0.0508,0.0507,0.1875,0.3538,0.2923,0.0069,0.008,0.0057,0.1875,0.3538,0.2923
1,0.5,64,16,5,32,0.0005,SNN,pca,200,1.0,0.9137,0.9391,0.9473,0.1886,0.2433,0.3273,0.05,0.0507,0.0508,0.2031,0.2462,0.4,0.0069,0.0,0.0073,0.2031,0.2462,0.4
1,0.3,64,16,5,32,0.0005,SNN,pca,5,1.0,0.845,0.8895,0.9191,0.1552,0.2321,0.2944,0.0501,0.0502,0.0507,0.2338,0.3,0.3736,0.0059,0.0061,0.0055,0.2338,0.3,0.3736
1,0.8,64,16,5,16,0.005,SNN,pca,100,1.0,0.969,0.963,0.9315,0.3692,0.3104,0.3963,0.0503,0.0506,0.0509,0.4369,0.3462,0.4231,0.007,0.0,0.0116,0.4369,0.3462,0.4231
1,0.4,64,16,50,32,0.001,SNN,pca,50,1.0,0.9337973725875304,0.9175379198735832,0.9612676182588088,,,,,,,,,,,,,,,
1,0.3,64,16,50,32,0.001,SNN,pca,50,100.0,0.7126547083892814,0.8001127049180328,0.8679729852854083,,,,,,,,,,,,,,,
1,0.5,64,16,5,64,0.005,SNN,pca,200,0.1,0.5509,0.541,0.563,0.0313,0.0303,0.0356,0.05,0.0507,0.0507,0.0547,0.0462,0.0308,0.0069,0.0046,0.0065,0.0547,0.0462,0.0308
1,0.3,64,16,5,16,0.0001,SNN,pca,20,1.0,0.8687,0.8951,0.9112,0.1535,0.2827,0.2464,0.0501,0.0502,0.0507,0.2208,0.3444,0.2857,0.0042,0.0067,0.0028,0.2208,0.3444,0.2857
1,0.3,64,16,5,32,0.005,SNN,pca,50,1.0,0.5405,0.6669,0.6909,0.09,0.1196,0.2362,0.0501,0.0503,0.0508,0.1558,0.2222,0.3187,0.0059,0.0082,0.0073,0.1558,0.2222,0.3187
1,0.3,64,16,5,16,0.005,SNN,pca,10,0.1,0.4867,0.5895,0.5672,0.0238,0.032,0.0341,0.0501,0.0502,0.0507,0.026,0.0222,0.0549,0.0066,0.0061,0.0055,0.026,0.0222,0.0549
1,0.3,64,16,5,16,0.0001,SNN,pca,10,10.0,0.8526,0.8553,0.8004,0.3103,0.2572,0.3178,0.0501,0.0502,0.0508,0.4156,0.3667,0.4286,0.003,0.0055,0.0068,0.4156,0.3667,0.4286
1,0.3,64,16,5,64,0.0005,SNN,pca,100,10.0,0.8127,0.8117,0.8922,0.1488,0.1838,0.2582,0.0501,0.0502,0.0507,0.1948,0.2778,0.3077,0.0051,0.0061,0.0048,0.1948,0.2778,0.3077
1,0.5,64,16,5,64,0.0001,SNN,pca,10,0.1,0.6167,0.6853,0.6175,0.039,0.0496,0.0436,0.05,0.0507,0.0508,0.0547,0.0308,0.0462,0.0061,0.0057,0.0073,0.0547,0.0308,0.0462
1,0.3,64,16,5,64,0.005,SNN,pca,200,0.1,0.512,0.5429,0.594,0.0239,0.0275,0.0311,0.0501,0.0502,0.0507,0.0,0.0444,0.011,0.0066,0.0073,0.0048,0.0,0.0444,0.011
1,0.5,64,16,5,32,0.0005,SNN,pca,100,0.1,0.5256,0.5189,0.5252,0.0271,0.0271,0.0296,0.05,0.0507,0.0507,0.0312,0.0462,0.0462,0.0046,0.0065,0.0046,0.0312,0.0462,0.0462
1,0.3,64,16,5,16,0.005,SNN,pca,100,10.0,0.5811,0.7361,0.7547,0.0459,0.0844,0.084,0.0501,0.0502,0.0508,0.1039,0.1444,0.1209,0.0066,0.0048,0.0078,0.1039,0.1444,0.1209
1,0.8,64,16,50,32,0.001,SNN,pca,50,1.0,0.9398,0.9127,0.9447,0.1616,0.0233,0.0245,0.0404,0.0052,0.0052,0.1456,0.0154,0.0308,0.0053,0.0019,0.0019,0.1456,0.0154,0.0308
1,0.5,64,16,5,64,0.0005,SNN,pca,5,0.1,0.5755,0.6433,0.5743,0.0324,0.0402,0.032,0.05,0.0508,0.0507,0.0391,0.0615,0.0308,0.0051,0.0087,0.0057,0.0391,0.0615,0.0308
1,0.3,64,16,5,64,0.005,SNN,pca,200,1.0,0.5207,0.7072,0.7748,0.0254,0.0681,0.0671,0.0502,0.0503,0.0508,0.0,0.1222,0.0989,0.0079,0.0078,0.0087,0.0,0.1222,0.0989
1,0.5,64,16,5,16,0.0005,SNN,pca,10,0.1,0.5721,0.5568,0.5673,0.032,0.0298,0.0293,0.05,0.0507,0.0507,0.0469,0.0308,0.0154,0.0065,0.0057,0.0065,0.0469,0.0308,0.0154
1,0.8,64,16,5,16,0.001,SNN,pca,10,0.1,0.6044,0.6099,0.5959,0.0372,0.0375,0.0303,0.0503,0.0507,0.0506,0.0583,0.0769,0.0,0.006,0.0052,0.0,0.0583,0.0769,0.0
1,0.3,64,16,5,32,0.005,SNN,pca,50,10.0,0.4962,0.7144,0.7248,0.0307,0.0703,0.079,0.0501,0.0502,0.0507,0.026,0.1,0.1209,0.0059,0.0048,0.0055,0.026,0.1,0.1209
1,0.3,64,16,5,32,0.0005,SNN,pca,10,10.0,0.7313,0.8738,0.8792,0.0821,0.2244,0.1436,0.0502,0.0502,0.0508,0.1169,0.2556,0.1429,0.0084,0.0048,0.0083,0.1169,0.2556,0.1429
1,0.3,64,16,5,32,0.005,SNN,pca,50,0.1,0.5359,0.5863,0.6178,0.0273,0.0342,0.0356,0.0501,0.0502,0.0507,0.026,0.0667,0.044,0.0051,0.0073,0.0055,0.026,0.0667,0.044
1,0.3,64,16,5,32,0.0001,SNN,pca,50,1.0,0.859,0.8122,0.8087,0.2419,0.2506,0.2444,0.0502,0.0502,0.0508,0.3896,0.4222,0.3736,0.0084,0.0061,0.0068,0.3896,0.4222,0.3736
1,0.3,64,16,5,16,0.005,SNN,pca,100,1.0,0.8272,0.9063,0.8923,0.1124,0.198,0.1903,0.0501,0.0502,0.0508,0.1299,0.2889,0.2637,0.0051,0.0055,0.0073,0.1299,0.2889,0.2637
1,0.3,64,16,5,64,0.0005,SNN,pca,10,10.0,0.8504,0.858,0.8519,0.2745,0.2834,0.2312,0.0502,0.0502,0.0508,0.4156,0.4,0.3736,0.0073,0.0067,0.0087,0.4156,0.4,0.3736
1,0.5,64,16,5,16,0.005,SNN,pca,200,10.0,0.8461,0.8879,0.8373,0.1151,0.124,0.098,0.05,0.0507,0.0508,0.1172,0.0923,0.0923,0.0051,0.0046,0.0098,0.1172,0.0923,0.0923
1,0.5,64,16,5,32,0.0001,SNN,pca,50,0.1,0.6217,0.5602,0.6109,0.0487,0.0344,0.0507,0.05,0.0507,0.0508,0.0938,0.0308,0.0769,0.0061,0.0,0.0073,0.0938,0.0308,0.0769
1,0.3,64,16,5,64,0.005,SNN,pca,50,0.1,0.5828,0.5927,0.6345,0.0315,0.0305,0.0379,0.0501,0.0502,0.0508,0.039,0.0333,0.033,0.0066,0.0048,0.0078,0.039,0.0333,0.033
1,0.3,64,16,5,16,0.0001,SNN,pca,5,1.0,0.8399,0.7944,0.8417,0.2655,0.2307,0.3049,0.0501,0.0502,0.0507,0.3636,0.3222,0.4505,0.0066,0.0067,0.0048,0.3636,0.3222,0.4505
1,0.3,64,16,5,64,0.001,SNN,pca,50,0.1,0.6165,0.6267,0.6805,0.0364,0.0487,0.0502,0.0501,0.0503,0.0507,0.0519,0.0444,0.0549,0.0051,0.0082,0.0055,0.0519,0.0444,0.0549
1,0.3,64,16,5,16,0.001,SNN,pca,10,10.0,0.8846,0.9152,0.8902,0.2123,0.3596,0.3014,0.0502,0.0502,0.0507,0.3506,0.4444,0.4835,0.0079,0.0073,0.0062,0.3506,0.4444,0.4835
1,0.8,64,16,50,32,0.001,SNN,pca,50,1.0,0.9639,0.9612,0.9776,0.3956,0.0558,0.0931,0.0626,0.008,0.0072,0.5062,0.0,0.1111,0.0,0.0,0.0,0.5062,0.0,0.1111
1,0.3,64,16,5,64,0.0005,SNN,pca,10,0.1,0.7064,0.6928,0.6091,0.052,0.0504,0.0413,0.0501,0.0503,0.0507,0.0779,0.0556,0.0549,0.0042,0.0078,0.0039,0.0779,0.0556,0.0549
1,0.5,64,16,5,16,0.005,SNN,pca,20,1.0,0.8484,0.9195,0.9097,0.1128,0.2354,0.14,0.05,0.0507,0.0507,0.1406,0.3385,0.2,0.0061,0.0033,0.0033,0.1406,0.3385,0.2
1,0.3,64,16,5,32,0.001,SNN,pca,50,0.1,0.5422,0.5462,0.4888,0.0265,0.0281,0.0236,0.0501,0.0502,0.0507,0.026,0.0222,0.0,0.0066,0.0067,0.0048,0.026,0.0222,0.0
1,0.5,64,16,5,32,0.001,SNN,pca,20,0.1,0.5077,0.5261,0.5503,0.0246,0.0297,0.0287,0.05,0.0507,0.0507,0.0156,0.0615,0.0308,0.0076,0.0,0.0065,0.0156,0.0615,0.0308
1,0.8,64,16,5,16,0.001,SNN,pca,50,10.0,0.9455,0.9668,0.9505,0.3022,0.3155,0.3329,0.0503,0.0506,0.0508,0.3447,0.3846,0.3846,0.0055,0.0,0.009,0.3447,0.3846,0.3846
1,0.5,64,16,5,16,0.0005,SNN,pca,50,1.0,0.8767,0.9315,0.9374,0.1253,0.3518,0.3564,0.05,0.0508,0.0508,0.1484,0.4308,0.4308,0.0056,0.0073,0.0073,0.1484,0.4308,0.4308
1,0.3,64,16,5,32,0.0001,SNN,pca,200,0.1,0.6346,0.6379,0.6352,0.0411,0.0433,0.0673,0.0502,0.0502,0.0507,0.0519,0.0667,0.0769,0.0079,0.0073,0.0062,0.0519,0.0667,0.0769
1,0.3,64,16,5,32,0.0005,SNN,pca,100,0.1,0.5197,0.5284,0.5922,0.0247,0.0282,0.0371,0.0502,0.0502,0.0508,0.0,0.0333,0.0549,0.0073,0.0067,0.0068,0.0,0.0333,0.0549
1,0.3,64,16,5,64,0.0005,SNN,pca,50,10.0,0.835,0.8673,0.8948,0.2068,0.2175,0.2884,0.0502,0.0502,0.0507,0.3117,0.3333,0.3956,0.0073,0.0048,0.0062,0.3117,0.3333,0.3956
1,0.8,64,16,50,32,0.001,SNN,pca,50,1.0,0.9491,0.9409,0.9428,0.2553,0.0288,0.078,0.0611,0.0076,0.0092,0.2628,0.0,0.0435,0.0,0.0,0.0,0.2628,0.0,0.0435
1,0.5,64,16,5,16,0.001,SNN,pca,10,1.0,0.893,0.916,0.8845,0.1777,0.3079,0.2994,0.05,0.0507,0.0507,0.2344,0.3538,0.3538,0.0056,0.0057,0.0057,0.2344,0.3538,0.3538
1,0.5,64,16,5,16,0.0001,SNN,pca,20,10.0,0.9293,0.9269,0.9484,0.2338,0.315,0.4031,0.05,0.0507,0.0507,0.3125,0.3385,0.4154,0.0056,0.0057,0.0057,0.3125,0.3385,0.4154
1,0.3,64,16,5,32,0.005,SNN,pca,50,10.0,0.6522,0.8116,0.7928,0.0694,0.1559,0.1183,0.0501,0.0502,0.0507,0.1558,0.1889,0.1648,0.0051,0.0073,0.0055,0.1558,0.1889,0.1648
1,0.5,64,16,5,64,0.001,SNN,pca,50,0.1,0.487,0.4297,0.5632,0.0232,0.0204,0.0322,0.05,0.0508,0.0507,0.0078,0.0,0.0308,0.0061,0.0098,0.0046,0.0078,0.0,0.0308
1,0.5,64,16,5,16,0.005,SNN,pca,100,10.0,0.7813,0.8066,0.8919,0.0717,0.0796,0.1245,0.05,0.0507,0.0508,0.1016,0.0615,0.1538,0.0073,0.0033,0.008,0.1016,0.0615,0.1538
1,0.3,64,16,5,64,0.001,SNN,pca,5,0.1,0.4677,0.5336,0.5484,0.022,0.0268,0.0268,0.0501,0.0502,0.0507,0.013,0.0111,0.022,0.0042,0.0055,0.0048,0.013,0.0111,0.022
1,0.3,64,16,5,16,0.0001,SNN,pca,10,1.0,0.8756,0.8647,0.8459,0.3212,0.3391,0.2465,0.0501,0.0502,0.0507,0.4935,0.4333,0.3407,0.0042,0.0067,0.0048,0.4935,0.4333,0.3407
1,0.3,64,16,5,16,0.005,SNN,pca,50,1.0,0.7638,0.8374,0.8736,0.0839,0.1606,0.1526,0.0502,0.0502,0.0508,0.1169,0.2444,0.2088,0.0084,0.0061,0.0073,0.1169,0.2444,0.2088
1,0.3,64,16,5,32,0.001,SNN,pca,20,1.0,0.8293,0.9002,0.8702,0.1415,0.2595,0.2387,0.0501,0.0502,0.0507,0.2468,0.3667,0.3516,0.0066,0.0073,0.0062,0.2468,0.3667,0.3516
1,0.3,64,16,5,64,0.0001,SNN,pca,5,1.0,0.6581,0.7468,0.7243,0.0568,0.0802,0.1037,0.0501,0.0503,0.0508,0.1039,0.1222,0.1758,0.0066,0.0091,0.0068,0.1039,0.1222,0.1758
1,0.8,64,16,5,16,0.0005,SNN,pca,5,0.1,0.6425,0.5908,0.5635,0.039,0.032,0.0307,0.0503,0.0508,0.0507,0.034,0.0,0.0,0.006,0.009,0.0073,0.034,0.0,0.0
1,0.3,64,16,5,64,0.0001,SNN,pca,10,1.0,0.7308,0.6844,0.6987,0.1134,0.0627,0.0931,0.0501,0.0503,0.0507,0.1818,0.1111,0.1648,0.0066,0.0078,0.0062,0.1818,0.1111,0.1648
1,0.3,64,16,5,16,0.001,SNN,pca,10,1.0,0.7238,0.8582,0.8882,0.0867,0.2536,0.2991,0.0501,0.0502,0.0508,0.1688,0.3556,0.3736,0.0051,0.0048,0.0068,0.1688,0.3556,0.3736
1,0.5,64,16,5,64,0.0005,SNN,pca,20,10.0,0.891,0.9098,0.9223,0.2476,0.2465,0.2647,0.0501,0.0507,0.0508,0.3281,0.3538,0.3692,0.008,0.0057,0.0073,0.3281,0.3538,0.3692
