Dataset,Clean,Noisy,MAGIC t=2,MAGIC t=7,MAGIC t=default
DS1,0.6830231603271378,0.47295097229450045,0.5059189889855958,0.5216886365915027,0.5154533475290399
DS2,0.7995250399971984,0.40071469655340725,0.4150548787043483,0.40975489324382897,0.41308195702227624
DS3,0.8141742176742559,0.46208599065224304,0.495883846769432,0.5225336009682254,0.5092794830045128
