DS,iter,Clean,Noisy,SAUCIE,scScope,DeepImpute,MAGIC t=7
3,0,0.8245126390600416,0.4535344708757898,0.4645491243226137,0.4925595438109001,0.4157411494215677,0.5021894647252431
3,1,0.8283896523213506,0.45139623901491843,0.4731002799367084,0.46204897124042676,0.4089212425608147,0.5037462510244151
3,2,0.8258706707629656,0.45366681234947637,0.4873013047818569,0.5033131695259118,0.4090462521896073,0.5017485184097635
3,3,0.8280266457936256,0.457013156681572,0.48117020832952245,0.4765789253512432,0.40941941756487343,0.5044180864314762
3,4,0.8196271094339591,0.45841429187222366,0.5009910197739337,0.4448736119923174,0.41486112646274154,0.507496587101132
3,5,0.8212190577504597,0.4569222358551929,0.4880294889630302,0.45989121335292404,0.4099825343860416,0.5060057552890076
3,6,0.826924087577189,0.4520796643083471,0.470195633514779,0.5078737997787924,0.4118208157138302,0.4995979999482993
